"Name","Sex","Event","Equipment","Age","AgeClass","BirthYearClass","Division","BodyweightKg","WeightClassKg","Squat1Kg","Squat2Kg","Squat3Kg","Squat4Kg","Best3SquatKg","Bench1Kg","Bench2Kg","Bench3Kg","Bench4Kg","Best3BenchKg","Deadlift1Kg","Deadlift2Kg","Deadlift3Kg","Deadlift4Kg","Best3DeadliftKg","TotalKg","Place","Dots","Wilks","Glossbrenner","Goodlift","Tested","Country","State","Federation","ParentFederation","Date","MeetCountry","MeetState","MeetTown","MeetName","Sanctioned"
"Leigh Ann Lopez","F","SBD","Raw",24.5,"24-34","24-39","FR-C",58.67,"60",97.5,105,-110,NA,105,57.5,62.5,-65,NA,62.5,122.5,132.5,142.5,NA,142.5,310,"44",348.58,351.69,310.83,71.19,"Yes","USA","HI","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Nathan Roby Cabero","M","SBD","Raw",21.5,"20-23","19-23","MR-C",50.92,"52",110,117.5,120,NA,120,62.5,67.5,70,NA,70,145,155,165,NA,165,355,"2",346.92,356.17,351.18,63.58,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Sanjana Chukkala","F","SBD","Raw",20.5,"20-23","19-23","FR-C",73.68,"75",155,165,170,NA,170,67.5,72.5,-75,NA,72.5,175,185,-205,NA,185,427.5,"6",420.33,411.01,361.77,85.56,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Kyle Pak","M","SBD","Raw",21.5,"20-23","19-23","MR-C",80.75,"82.5",205,217.5,225,NA,225,130,137.5,142.5,NA,142.5,255,272.5,-275,NA,272.5,640,"46",438.9,434.38,418.37,89.84,"Yes","USA","MD","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Alice Qiu","F","SBD","Raw",21.5,"20-23","19-23","FR-C",59.18,"60",110,117.5,-125,NA,117.5,52.5,-57.5,-57.5,NA,52.5,135,142.5,-150,NA,142.5,312.5,"43",349.46,352.14,311.2,71.32,"Yes","USA","MD","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Corey Eason II","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",77.81,"82.5",232.5,242.5,252.5,NA,252.5,137.5,-145,150,NA,150,200,215,227.5,NA,227.5,630,"10",441.71,437.87,422.41,75.63,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Trace Lackey","M","SBD","Raw",22.5,"20-23","19-23","MR-C",81.78,"82.5",227.5,242.5,-257.5,NA,242.5,147.5,-155,-155,NA,147.5,242.5,257.5,262.5,NA,262.5,652.5,"38",444.21,439.43,422.99,91,"Yes","USA","OK","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Jazleen Salas","F","SBD","Raw",20.5,"20-23","19-23","FR-C",74.83,"75",152.5,162.5,170,NA,170,65,70,77.5,NA,77.5,152.5,167.5,-177.5,NA,167.5,415,"9",404.69,395.08,347.56,82.43,"Yes","USA","KS","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Andrew Lefcourt","M","SBD","Raw",20.5,"20-23","19-23","MR-C",66.86,"67.5",172.5,182.5,-190,NA,182.5,127.5,132.5,-135,NA,132.5,195,205,-210,NA,205,520,"31",403.57,404.01,392.34,80.51,"Yes","USA","AZ","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Maranda Dalton","F","SBD","Raw",19.5,"20-23","19-23","FR-C",54.85,"56",90,97.5,107.5,NA,107.5,45,50,52.5,NA,52.5,92.5,97.5,102.5,NA,102.5,262.5,"42",308.51,313.92,277.81,63.43,"Yes","USA","NJ","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Meghan Macleary","F","SBD","Raw",20,"20-23","19-23","FR-C",87.21,"90",120,130,137.5,NA,137.5,55,57.5,60,NA,60,165,175,-177.5,NA,175,372.5,"15",336.82,326.29,284.42,69.36,"Yes","USA","PA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Madison Campsey","F","SBD","Raw",20.5,"20-23","19-23","FR-C",54.36,"56",100,105,110,NA,110,47.5,50,52.5,NA,52.5,112.5,120,130,NA,130,292.5,"32",345.85,352.26,311.81,71.18,"Yes","USA","PA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Victoria Troupe","F","SBD","Raw",20.5,"20-23","19-23","FR-C",72.66,"75",127.5,135,-137.5,NA,135,75,80,-82.5,NA,80,142.5,152.5,162.5,NA,162.5,377.5,"30",373.97,366.24,322.51,76.08,"Yes","USA","PA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Autum Baughey","F","SBD","Raw",18.5,"18-19","19-23","FR-C",43.15,"44",75,-82.5,-85,NA,75,45,-50,-50,NA,45,90,97.5,-110,NA,97.5,217.5,"5",304.12,310.21,278.88,65.97,"Yes","USA","MI","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Kenneth Armijo","M","SBD","Raw",22.5,"20-23","19-23","MR-C",66.37,"67.5",-192.5,-197.5,200,NA,200,120,127.5,130,NA,130,190,-202.5,-202.5,NA,190,520,"30",405.75,406.44,394.83,80.82,"Yes","USA","RI","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Joshua Hall #1","M","SBD","Raw",21.5,"20-23","19-23","MR-C",88.52,"90",265,277.5,285,NA,285,137.5,145,150,NA,150,320,340,-360.5,NA,340,775,"3",505.37,499.02,478.61,103.88,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Christopher Hicks","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",98.93,"100",225,240,-247.5,NA,240,127.5,132.5,137.5,NA,137.5,245,255,-267.5,NA,255,632.5,"17",391.15,386.61,369.33,66.49,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Jacob Portier","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",89.13,"90",225,235,-250,NA,235,-150,150,-155,NA,150,215,225,232.5,NA,232.5,617.5,"14",401.25,396.18,379.86,68.5,"Yes","USA","LA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Lance Weissmann","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",80.86,"82.5",-252.5,252.5,-260,NA,252.5,-150,150,155,NA,155,200,207.5,215,NA,215,622.5,"11",426.56,422.15,406.56,73,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Jonah Bourque","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",135.59,"140",-325,-325,-325,NA,NA,200,-205,-205,NA,200,245,-247.5,-247.5,NA,245,NA,"DQ",NA,NA,NA,NA,"Yes","USA","LA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Tuan Anh Le","M","SBD","Raw",21.5,"20-23","19-23","MR-C",74.24,"75",217.5,-232.5,-232.5,NA,217.5,135,137.5,-142.5,NA,137.5,227.5,245,-255,NA,245,600,"29",433.28,430.6,416.24,87.94,"Yes","USA","LA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Tyrell Jackson","M","SBD","Single-ply",22,"20-23","19-23","M-C",94.44,"100",240,260,262.5,NA,262.5,187.5,200,210,NA,210,260,275,282.5,NA,282.5,755,"7",476.87,470.9,450.44,81.23,"Yes","USA","LA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Meagan Grider","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",54.98,"56",-120,120,-122.5,NA,120,52.5,57.5,-60,NA,57.5,-125,125,-130,NA,125,302.5,"8",354.95,361.09,319.53,59.34,"Yes","USA","LA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Steven Hess","M","SBD","Raw",21.5,"20-23","19-23","MR-C",81.55,"82.5",220,232.5,-242.5,NA,232.5,160,-167.5,-167.5,NA,160,235,245,247.5,NA,247.5,640,"48",436.41,431.75,415.65,89.39,"Yes","USA","MI","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Logan Streetman","M","SBD","Raw",19.5,"20-23","19-23","MR-C",66.33,"67.5",-187.5,190,202.5,NA,202.5,107.5,-117.5,-117.5,NA,107.5,220,-230,230,NA,230,540,"22",421.55,422.28,410.23,83.96,"Yes","USA","TN","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Bryson Stricker","M","SBD","Raw",21.5,"20-23","19-23","MR-C",99.46,"100",232.5,-242.5,-242.5,NA,232.5,147.5,-155,-160,NA,147.5,240,250,-255,NA,250,630,"49",388.69,384.25,367.03,79.79,"Yes","USA","OK","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Semaj Antley","M","SBD","Raw",21.5,"20-23","19-23","MR-C",74.13,"75",-212.5,212.5,-220,NA,212.5,130,135,142.5,NA,142.5,270,285,-297.5,NA,285,640,"15",462.61,459.79,444.49,93.87,"Yes","USA","VA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Ian McGary","M","SBD","Raw",21.5,"20-23","19-23","MR-C",59.63,"60",-205,-205,-205,NA,NA,120,-125,-125,NA,120,215,-227.5,-227.5,NA,215,NA,"DQ",NA,NA,NA,NA,"Yes","USA","FL","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Katherine Hebert","F","SBD","Raw",20.5,"20-23","19-23","FR-C",58.39,"60",107.5,115,-120,NA,115,67.5,72.5,-77.5,NA,72.5,117.5,125,130,NA,130,317.5,"37",358.12,361.55,319.57,73.16,"Yes","USA","FL","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Olivia Riggsbee","F","SBD","Raw",19.5,"20-23","19-23","FR-C",55.97,"56",115,120,-125,NA,120,62.5,67.5,70,NA,70,140,147.5,-155,NA,147.5,337.5,"13",391.34,397.27,351.41,80.27,"Yes","USA","NC","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Alice Silberling","F","SBD","Raw",21.5,"20-23","19-23","FR-C",59.22,"60",120,127.5,-132.5,NA,127.5,57.5,62.5,67.5,NA,67.5,125,135,-142.5,NA,135,330,"29",368.87,371.67,328.45,75.28,"Yes","USA","NE","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Ivan Martinovic #1","M","SBD","Raw",22.5,"20-23","19-23","MR-C",88.66,"90",225,237.5,250,NA,250,150,160,170,NA,170,250,260,265,NA,265,685,"24",446.31,440.7,422.65,91.74,"Yes","USA","MA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Caroline Tracy","F","SBD","Raw",22.5,"20-23","19-23","FR-C",58.77,"60",127.5,-132.5,-132.5,NA,127.5,70,-75,-75,NA,70,147.5,155,-165,NA,155,352.5,"18",395.94,399.38,352.97,80.85,"Yes","USA","TN","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Savannah Vo","F","SBD","Raw",23.5,"24-34","24-39","FR-C",59.71,"60",130,135,-137.5,NA,135,52.5,-55,-55,NA,52.5,127.5,135,145,NA,145,332.5,"28",369.72,372.1,328.79,75.41,"Yes","USA","GA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Levi Loveless","M","SBD","Raw",23.5,"24-34","24-39","MR-C",127.17,"140",245,260,272.5,NA,272.5,130,142.5,147.5,NA,147.5,245,-260,260,NA,260,680,"10",383.33,386.18,369.34,77.1,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Abraham Diaz","M","SBD","Single-ply",22.5,"20-23","19-23","M-C",67.49,"67.5",-175,190,-202.5,NA,190,117.5,125,-132.5,NA,125,220,235,247.5,NA,247.5,562.5,"4",433.59,433.75,421.04,74.17,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Han Dang","F","SBD","Raw",21.5,"20-23","19-23","FR-C",55.5,"56",115,-120,122.5,NA,122.5,62.5,65,-67.5,NA,65,165,170,177.5,NA,177.5,365,"7",425.61,432.49,382.63,87.38,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Monica Walter","F","SBD","Raw",22.5,"20-23","19-23","FR-C",51.37,"52",102.5,110,115,NA,115,62.5,67.5,-70,NA,67.5,105,110,117.5,NA,117.5,300,"12",368.79,377.52,334.8,76.56,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Nadine Rivas","F","SBD","Raw",22.5,"20-23","19-23","FR-C",48.5,"52",90,100,-105,NA,100,-57.5,57.5,60,NA,60,120,127.5,-132.5,NA,127.5,287.5,"15",368.22,377.87,336.11,77.31,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Joshua Sherrod","M","SBD","Raw",19.5,"20-23","19-23","MR-C",108.04,"110",257.5,272.5,285,NA,285,110,115,120,NA,120,250,262.5,-267.5,NA,262.5,667.5,"28",398.06,395.05,377.39,81.33,"Yes","USA","OK","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Hayden Franks","M","SBD","Single-ply",21.5,"20-23","19-23","M-C",108.74,"110",235,250,-262.5,NA,250,-150,157.5,-167.5,NA,157.5,230,242.5,255,NA,255,662.5,"11",394.1,391.28,373.85,66.67,"Yes","USA","OK","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Gabe Cuadra","M","SBD","Raw",20.5,"20-23","19-23","MR-C",88.75,"90",247.5,262.5,275,NA,275,170,180,187.5,NA,187.5,252.5,277.5,-297.5,NA,277.5,740,"7",481.9,475.83,456.32,99.06,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Jackson Cotter","M","SBD","Raw",21.5,"20-23","19-23","MR-C",73.68,"75",207.5,220,-230,NA,220,150,157.5,162.5,NA,162.5,212.5,227.5,-232.5,NA,227.5,610,"25",442.67,440.14,425.6,89.76,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Huy Hathuc","M","SBD","Raw",20.5,"20-23","19-23","MR-C",66.16,"67.5",205,215,-220,NA,215,147.5,155.5,-161,NA,155.5,247.5,265,270,NA,270,640.5,"1",500.95,501.92,487.66,99.72,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Samuel Collier","M","SBD","Raw",21.5,"20-23","19-23","MR-C",54.91,"56",162.5,172.5,-180.5,NA,172.5,125,132.5,-138,NA,132.5,180,192.5,-207.5,NA,192.5,497.5,"2",453.14,461.77,453.28,85.56,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Lauryn Sanchez","F","SBD","Raw",20.5,"20-23","19-23","FR-C",71.37,"75",125,135,145,NA,145,75,-80,80,NA,80,165,172.5,182.5,NA,182.5,407.5,"12",407.67,400.08,352.5,82.9,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Madelyn Dailey","F","SBD","Raw",20.5,"20-23","19-23","FR-C",74.46,"75",177.5,187.5,-200,NA,187.5,57.5,62.5,65,NA,65,-180,190,-205,NA,190,442.5,"5",432.64,422.58,371.82,88.1,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Katelyn Staley","F","SBD","Raw",18.5,"18-19","19-23","FR-C",67.45,"67.5",180,190.5,-195.5,NA,190.5,102.5,107.5,-110.5,NA,107.5,175,-185,-185,NA,175,473,"2",488.53,483.01,426.09,99.26,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Mandy Ogoe","F","SBD","Raw",21.5,"20-23","19-23","FR-C",66.08,"67.5",185,192.5,-198,NA,192.5,90,95,-100,NA,95,185,-192.5,192.5,NA,192.5,480,"1",501.72,497.5,439.02,101.95,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Laura Bui","F","SBD","Raw",22.5,"20-23","19-23","FR-C",59.71,"60",115,120,127.5,NA,127.5,50,55,57.5,NA,57.5,142.5,-155,-155,NA,142.5,327.5,"33",364.16,366.5,323.84,74.28,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Hannah Wolfmueller","F","SBD","Raw",22.5,"20-23","19-23","FR-C",50.26,"52",102.5,110,115,NA,115,52.5,57.5,60,NA,60,117.5,125,132.5,NA,132.5,307.5,"9",383.88,393.47,349.29,80,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Evan Talnose","M","SBD","Raw",18.5,"18-19","19-23","MR-C",77.4,"82.5",227.5,240,-247.5,NA,240,132.5,142.5,147.5,NA,147.5,237.5,247.5,252.5,NA,252.5,640,"45",450.18,446.37,430.72,91.8,"Yes","USA","CT","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Alejandro Zuniga","M","SBD","Raw",19.5,"20-23","19-23","MR-C",138.4,"140",245,257.5,265,NA,265,140,145,150,NA,150,230,245,-255,NA,245,660,"13",362.87,369.45,351.46,72.28,"Yes","USA","WI","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Emily Reynolds","F","SBD","Raw",20.5,"20-23","19-23","FR-C",74.42,"75",180,193,198,NA,198,92.5,-95,-95,NA,92.5,185,-200,200,NA,200,490.5,"1",479.71,468.58,412.3,97.69,"Yes","USA","WI","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Austin Su","M","SBD","Raw",21.5,"20-23","19-23","MR-C",66,"67.5",192.5,200,207.5,NA,207.5,140,145,-150,NA,145,227.5,237.5,247.5,NA,247.5,600,"7",470.12,471.12,457.79,93.53,"Yes","USA","GA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Foster Sweetnam","M","SBD","Raw",19.5,"20-23","19-23","MR-C",84.54,"90",-200,200,210,NA,210,122.5,130,137.5,NA,137.5,252.5,270,-277.5,NA,270,617.5,"60",412.63,407.79,391.93,84.69,"Yes","USA","IL","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Robbie Calalay","M","SBD","Raw",21.5,"20-23","19-23","MR-C",63.97,"67.5",-170,-170,-170,NA,NA,-107.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DQ",NA,NA,NA,NA,"Yes","USA","IL","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Alex Schott","M","SBD","Raw",23,"20-23","24-39","MR-C",94.21,"100",235,250,257.5,NA,257.5,157.5,165,170,NA,170,260,272.5,-285,NA,272.5,700,"24",442.64,437.08,418.13,91,"Yes","USA","KY","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Courtney Hopkins","F","SBD","Raw",20.5,"20-23","19-23","FR-C",85.57,"90",185,198,203.5,NA,203.5,95,100,105,NA,105,185,197.5,206,NA,206,514.5,"1",469.31,454.67,396.94,96.47,"Yes","USA","OH","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Carson McGill","M","SBD","Raw",21.5,"20-23","19-23","MR-C",73.9,"75",145,-157.5,-165,NA,145,120,127.5,-132.5,NA,127.5,190,-215,225,NA,225,497.5,"64",360.33,358.2,346.33,73.09,"Yes","USA","IL","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Victoria Black","F","SBD","Raw",19.5,"20-23","19-23","FR-C",63.3,"67.5",117.5,125,-130,NA,125,52.5,57.5,60,NA,60,115,122.5,-127.5,NA,122.5,307.5,"67",329.77,329.06,290.55,67.07,"Yes","USA","VA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Julia Blanchard","F","SBD","Raw",21.5,"20-23","19-23","FR-C",79.05,"82.5",130,137.5,145,NA,145,62.5,67.5,-70,NA,67.5,130,137.5,142.5,NA,142.5,355,"31",336.51,327.02,286.98,68.75,"Yes","USA","MO","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Jacob Odum","M","SBD","Raw",22.5,"20-23","19-23","MR-C",82.09,"82.5",252.5,-267.5,270,NA,270,155,162.5,165,NA,165,242.5,257.5,-262.5,NA,257.5,692.5,"16",470.42,465.3,447.81,96.4,"Yes","USA","NE","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Chase Martindale","M","SBD","Raw",19.5,"20-23","19-23","MR-C",78.98,"82.5",202.5,215,-227.5,NA,215,115,125,-132.5,NA,125,220,237.5,-252.5,NA,237.5,577.5,"75",401.26,397.49,383.22,81.98,"Yes","USA","KS","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Keegan Pellegrin","M","SBD","Single-ply",18.5,"18-19","19-23","M-C",84.46,"90",240,257.5,-275,NA,257.5,132.5,142.5,152.5,NA,152.5,235,-247.5,-247.5,NA,235,645,"11",431.23,426.18,409.63,73.74,"Yes","USA","LA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Landace Abshire","F","SBD","Single-ply",20.5,"20-23","19-23","F-C",55.99,"56",120,127.5,-130,NA,127.5,75,80,-87.5,NA,80,132.5,137.5,-145,NA,137.5,345,"5",399.94,405.99,359.11,66.89,"Yes","USA","LA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Kashami Richard","M","SBD","Single-ply",22.5,"20-23","19-23","M-C",82.27,"82.5",232.5,242.5,252.5,NA,252.5,-165,170,177.5,NA,177.5,232.5,250,-267.5,NA,250,680,"7",461.36,456.3,439.11,78.93,"Yes","USA","LA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Jonathan Riklan","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",89.06,"90",205,215,227.5,NA,227.5,117.5,122.5,125,NA,125,235,245,-260,NA,245,597.5,"16",388.41,383.5,367.72,66.31,"Yes","USA","NJ","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Bryce Hale #1","M","SBD","Raw",20.5,"20-23","19-23","MR-C",98.87,"100",232.5,245,-257.5,NA,245,175,180,185,NA,185,287.5,300,310,NA,310,740,"14",457.75,452.44,432.22,93.99,"Yes","USA","GA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Mia Toscos","F","SBD","Raw",21.5,"20-23","19-23","FR-C",65.7,"67.5",130,132.5,-140,NA,132.5,70,75,80,NA,80,135,-145,152.5,NA,152.5,365,"30",382.81,379.91,335.28,77.8,"Yes","USA","IN","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Qingyi Lou","F","SBD","Raw",22.5,"20-23","19-23","FR-C",59.96,"60",117.5,122.5,125,NA,125,72.5,-77.5,77.5,NA,77.5,132.5,137.5,140,NA,140,342.5,"22",379.84,382.05,337.56,77.45,"Yes","USA","GA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Chandni Amin","F","SBD","Raw",22.5,"20-23","19-23","FR-C",54.99,"56",87.5,95,100,NA,100,47.5,52.5,-57.5,NA,52.5,100,107.5,-112.5,NA,107.5,260,"43",305.05,310.31,274.6,62.7,"Yes","USA","GA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Andrew Korakis","M","SBD","Raw",20.5,"20-23","19-23","MR-C",109.15,"110",260,275,-287.5,NA,275,165,172.5,175,NA,175,260,275,285,NA,285,735,"13",436.6,433.58,414.31,89.14,"Yes","USA","NY","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Thomas Zuccarello","M","SBD","Single-ply",19,"18-19","19-23","M-C",80.6,"82.5",230,240,-250,NA,240,-167.5,167.5,180,NA,180,220,-235,-235,NA,220,640,"9",439.38,434.89,418.89,75.2,"Yes","USA","NJ","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Zachary Fowler","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",89.57,"90",270,282.5,290,NA,290,152.5,162.5,167.5,NA,167.5,260,272.5,280,NA,280,737.5,"5",478.02,471.97,452.43,81.59,"Yes","USA","NY","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Pablo Troop","M","SBD","Raw",18.5,"18-19","19-23","MR-C",65.89,"67.5",152.5,160,-167.5,NA,160,105,112.5,115,NA,115,197.5,207.5,212.5,NA,212.5,487.5,"45",382.44,383.31,372.49,76.06,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Ashley Tran","F","SBD","Raw",22.5,"20-23","19-23","FR-C",55.32,"56",137.5,142.5,147.5,NA,147.5,52.5,57.5,62.5,NA,62.5,165,176,-192,NA,176,386,"3",451.07,458.54,405.7,92.64,"Yes","USA","MA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Constantine Vasilopoulos","M","SBD","Raw",21.5,"20-23","19-23","MR-C",80.76,"82.5",260,272.5,-280,NA,272.5,155,160,-165,NA,160,260,270,-280,NA,270,702.5,"10",481.73,476.77,459.19,98.6,"Yes","USA","NJ","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Matthew Binder","M","SBD","Raw",20.5,"20-23","19-23","MR-C",88.65,"90",215,235,-240,NA,235,130,142.5,147.5,NA,147.5,240,255,-267.5,NA,255,637.5,"55",415.39,410.16,393.36,85.39,"Yes","USA","FL","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Jared Gackenbach","M","SBD","Raw",22.5,"20-23","19-23","MR-C",97.84,"100",220,232.5,240,NA,240,140,147.5,152.5,NA,152.5,242.5,257.5,-262.5,NA,257.5,650,"46",403.95,399.15,381.4,82.97,"Yes","USA","NY","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Tillman Hartner","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",98.16,"100",285,302.5,-317.5,NA,302.5,167.5,172.5,177.5,NA,177.5,245,260,272.5,NA,272.5,752.5,"8",466.97,461.46,440.9,79.41,"Yes","USA","KS","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Lindsey Foushee","F","SBD","Raw",20.5,"20-23","19-23","FR-C",82.49,"82.5",137.5,150,155,NA,155,75,80,-82.5,NA,80,152.5,165,-175,NA,165,400,"19",371.27,360.01,315.13,76.09,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
